;;Categorical;Numerical;Numerical;Numerical;Categorical;Categorical;Categorical;Categorical;Numerical;Numerical
;;Mean number of distributions per year in the collection;"Assessment of germi6tion of the base sample; 1 being the best and 4 the worst";Calses de germinacion;Cantidad de semillas disonibles;Numero de inventario;Cava y Bolsa;Genus and species;Id ubicacion del centro de investigacion donde se encuentra;Years in the collection;Current age of the base sample used for regeneration
ARN;PATH;Use/yr;Estado de Disponibilidad;Germinacion;Cantidad de Semillas;Numero_De_Inventario;Cava;Especie;Id del Centro;Longevidad;Ultimo Monitoreo
BGVCOL11030160;161020;1.82;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030161;161040;9.47;5;3;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030161;161040;8.46;8;2;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030161;161020;8.71;8;2;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030162;161040;41;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030162;161020;1.68;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030163;161040;2.1;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030163;161020;7.79;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030164;161040;9.67;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030164;161020;6.44;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030165;161040;2.64;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030165;161020;1.73;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030166;161040;8.4;8;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030166;161040;0.36;8;2;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030166;161020;0.2;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030167;161040;1.52;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030167;161020;3.43;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030168;161040;3.41;8;2;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030168;161040;4.99;8;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030168;161020;9.24;5;3;1;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030169;161040;0.67;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030169;161040;9.4;8;2;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030169;161020;7.21;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030170;161040;36;8;2;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030170;161020;2.1;8;2;1;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030171;161040;3.96;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030171;161020;3.9;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030172;161040;8.98;13;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030173;161040;59;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030173;161020;0.12;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030174;161040;4.37;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030174;161020;6.99;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030175;161040;5.45;7;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030175;161020;2.48;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030176;161040;3.38;7;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030176;161020;9.63;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030177;161040;7.79;7;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030177;161020;5.75;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030178;161040;89;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030178;161020;6.73;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030179;161040;5.28;13;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030180;161040;1.5;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030180;161020;9.15;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030181;161040;3.84;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030181;161020;31;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030182;161040;7.89;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030182;161020;5.11;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030183;161040;1.82;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030183;161020;5.52;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030184;161040;2.93;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030184;161020;0.22;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030185;161040;2.48;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030185;161020;0.34;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030186;161040;3.68;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030186;161020;1.22;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030187;161040;4.11;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030187;161020;2.6;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030188;161040;9.82;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030188;161020;7.37;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030189;161040;5.83;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030189;161020;9.13;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030190;161040;9.77;8;2;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030190;161040;3.44;13;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030190;161020;6.39;5;2;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030191;161040;6.16;13;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030191;161040;29;13;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030191;161020;5.93;8;2;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030192;161040;2.57;8;2;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030192;161040;4.83;8;2;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030192;161020;9.58;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030193;161040;0.95;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030193;161020;5.4;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030194;161040;5.25;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030194;161020;5.31;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030195;161040;4.84;5;3;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030195;161040;8.39;13;1;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030195;161020;3.52;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030196;161040;2.35;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030196;161020;8.44;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030197;161040;3.93;5;3;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030197;161040;8.16;5;3;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030197;161040;96;13;1;2;3;0°C B-1;Glycine max;0;0;1
BGVCOL11030197;161020;3.46;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030198;161040;8;8;2;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030198;161040;8;8;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030198;161020;94;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030199;161040;66;8;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030199;161020;7.25;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030200;161040;1.68;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030200;161020;3.95;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030201;161040;5.89;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030201;161020;1.72;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030202;161040;3.13;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030203;161040;0.67;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030204;161040;9.16;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030204;161020;2.64;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030205;161040;1.66;7;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030205;161020;0.95;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030206;161040;6.57;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030206;161020;8.96;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030208;161040;0.5;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030208;161020;5.33;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030209;161040;9.8;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030209;161020;7.18;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030210;161040;4.83;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030210;161020;8.35;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030211;161040;5.5;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030211;161020;0.97;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030212;161040;2.18;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030212;161020;5.47;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030213;161040;67;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030213;161020;2.48;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030214;161040;68;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030214;161020;8.52;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030215;161040;9.34;8;2;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030215;161040;1.37;13;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030215;161020;6.62;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030216;161040;8.64;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030216;161020;2.14;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030217;161040;2.21;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030217;161020;0.5;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030218;161040;0.37;8;2;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030218;161020;7.7;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030219;161040;7.19;8;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030219;161040;5.64;8;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030219;161040;0.54;8;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030219;161020;0.98;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030220;161040;5.38;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030220;161020;1.62;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030221;161040;78;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030221;161020;4.52;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030222;161040;86;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030222;161020;67;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030223;161040;7.97;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030223;161020;1.62;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030224;161040;3.43;7;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030224;161020;6.47;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030225;161040;85;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030225;161020;0.39;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030226;161040;6.85;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030226;161020;7.61;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030227;161040;3.44;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030227;161020;6.61;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030228;161040;6.81;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030228;161040;5.3;13;3;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030228;161020;8.56;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030229;161040;1.4;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030229;161040;7.45;13;1;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030229;161040;2.38;8;1;2;3;0°C B-1;Glycine max;0;0;1
BGVCOL11030229;161020;2.86;5;3;2;4;-20°C B-1;Glycine max;0;0;1
BGVCOL11030230;161040;2.18;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030230;161020;1.48;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030231;161040;1.51;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030231;161020;9.89;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030232;161040;4.13;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030232;161020;2.31;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030233;161040;4.69;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030233;161020;6.18;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030235;161040;35;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030235;161040;9.48;13;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030235;161020;8;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030236;161040;2.9;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030236;161020;8.56;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030237;161040;5.12;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030237;161020;3.26;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030239;161040;0.16;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030239;161020;8.78;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030240;161040;0.24;8;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030240;161040;1.54;8;1;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030240;161020;8.27;5;3;1;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030241;161040;2.36;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030241;161020;75;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030242;161040;4.27;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030242;161040;0.49;5;3;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030242;161020;2.95;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030243;161040;3.19;7;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030243;161020;1.92;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030244;161040;2.58;7;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030244;161020;8.74;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030245;161040;2.79;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030245;161020;4.69;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030246;161040;6;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030246;161020;6.87;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030247;161040;4.69;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030247;161040;3.18;5;3;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030247;161040;0.93;5;3;2;3;0°C B-1;Glycine max;0;0;1
BGVCOL11030247;161020;2.72;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030248;161040;1.67;13;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030248;161020;1.14;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030249;161040;6.3;5;3;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030249;161040;1.9;7;3;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030249;161020;82;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030250;161040;3.72;7;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030250;161020;9.89;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030251;161040;4.21;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030251;161020;9.83;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030252;161040;2.67;5;2;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030252;161040;2.26;5;3;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030252;161020;7.9;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030253;161040;8.11;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030253;161040;7.43;5;3;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030253;161020;8.5;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030254;161040;6.86;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030254;161020;3.19;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030255;161040;4.97;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030255;161020;8.87;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030256;161040;8.94;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030256;161020;27;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030257;161040;2.97;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030257;161020;7.2;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030258;161040;0.39;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030258;161020;3.98;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030259;161040;2.14;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030259;161020;3.1;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030260;161040;7.98;8;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030260;161020;3.66;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030261;161040;4.51;7;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030261;161020;4.23;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030262;161040;6;5;3;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030262;161040;3.69;13;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030262;161020;2.8;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030263;161040;8.6;8;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030263;161040;2.83;5;3;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030263;161020;0.11;5;3;1;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030264;161040;83;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030264;161020;6.39;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030265;161040;6.59;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030265;161020;7.64;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030266;161040;4.3;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030266;161020;5.14;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030267;161040;1;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030267;161020;74;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030268;161040;8.47;7;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030268;161020;9.19;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030269;161040;5.46;7;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030269;161020;1.4;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030270;161040;0.99;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030270;161020;5.27;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030271;161040;4.97;7;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030271;161020;0.41;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030272;161040;79;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030272;161040;6.68;8;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030272;161020;0.38;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030273;161040;1.53;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030273;161020;4.98;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030274;161040;99;7;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030274;161020;5.23;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030275;161040;3.37;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030275;161020;2.59;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030276;161040;2.34;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030276;161020;5.62;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030277;161040;7.98;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030277;161040;0.79;8;1;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030277;161020;2.23;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030278;161040;29;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030278;161020;8.72;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030281;161040;7.93;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030281;161020;0.34;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030282;161040;0.38;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030282;161020;4.7;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030283;161040;7.64;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030283;161020;3.52;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030284;161040;8.56;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030284;161020;0.15;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030285;161040;8.95;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030285;161020;1.14;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030286;161040;3.45;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030286;161020;8.65;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030287;161040;3.94;7;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030288;161040;0.81;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030288;161020;7.12;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030289;161040;5.89;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030289;161020;6.24;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030290;161040;1.7;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030290;161020;5.43;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030291;161040;8.86;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030291;161040;9.55;5;3;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030291;161040;1.32;8;2;2;3;0°C B-1;Glycine max;0;0;1
BGVCOL11030291;161020;1.11;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030292;161040;75;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030292;161020;8.57;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030293;161040;1.77;8;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030293;161020;5.8;5;3;3;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030294;161040;4.12;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030294;161020;6.56;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030295;161040;9.82;13;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030295;161020;2.82;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030296;161040;3.66;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030296;161020;4.98;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030297;161040;6.22;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030297;161020;5.96;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030298;161040;2.47;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030298;161020;3.11;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030299;161040;0.27;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030299;161020;9.32;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030300;161040;8.5;8;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030300;161020;4.41;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030301;161040;1;8;1;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030301;161040;7.37;8;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030301;161020;0.33;5;3;1;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030302;161040;4.33;5;3;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030302;161040;34;13;1;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030302;161020;2.12;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030303;161040;3;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030303;161020;2.62;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030304;161040;37;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030304;161020;3.37;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030305;161040;9.98;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030305;161020;5.78;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030306;161040;6.4;7;3;1;1;0°C B-1;Glycine max;0;0;1
