;;Categorical;Numerical;Numerical;Numerical;Categorical;Categorical;Categorical;Categorical;Numerical;Numerical
;;Mean number of distributions per year in the collection;"Assessment of germi6tion of the base sample; 1 being the best and 4 the worst";Calses de germinacion;Cantidad de semillas disonibles;Numero de inventario;Cava y Bolsa;Genus and species;Id ubicacion del centro de investigacion donde se encuentra;Years in the collection;Current age of the base sample used for regeneration
ARN;PATH;Use/yr;Estado de Disponibilidad;Germinacion;Cantidad de Semillas;Numero_De_Inventario;Cava;Especie;Id del Centro;Longevidad;Ultimo Monitoreo
BGVCOL30402779;121040;7.74;8;2;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30402779;121020;3.72;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402785;121040;2.8;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402785;121020;4.77;8;2;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402789;121020;2.56;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402794;121020;6.33;8;2;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402795;121040;6.49;5;3;2;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402795;121040;3.93;7;3;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30402795;121040;8.87;14;2;1;3;0°C B-1;Zea mays;0;0;1
BGVCOL30402795;121020;2.32;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402796;121020;5.98;8;2;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402797;121040;8.58;5;3;2;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402797;121040;1.11;8;2;2;2;0°C B-1;Zea mays;0;0;1
BGVCOL30402797;121040;3.98;5;3;2;3;0°C B-1;Zea mays;0;0;1
BGVCOL30402797;121020;2.68;5;3;2;3;-20°C B-1;Zea mays;0;0;1
BGVCOL30402806;121040;8.56;8;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402806;121020;0.2;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402809;121040;8.63;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402809;121020;3.27;8;2;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402813;121040;4.89;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402813;121020;7.71;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402814;121040;9.37;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402814;121020;6.53;8;2;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402815;121040;1;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402815;121020;1.38;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402820;121040;3.63;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402820;121020;9.15;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402829;121040;9.61;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402829;121020;8.87;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402831;121040;7.82;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402831;121020;9.56;5;2;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402851;121040;6.42;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402851;121020;7.34;15;3;3;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30402852;121040;7.7;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402852;121020;1.21;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402862;121040;5.84;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402862;121040;4.85;14;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30402862;121040;7.65;8;2;1;3;0°C B-1;Zea mays;0;0;1
BGVCOL30402862;121020;7.86;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402878;121040;2.83;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402878;121020;4.77;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402891;121040;0.49;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402891;121020;2.44;5;3;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402897;121040;8.6;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402897;121020;4.45;5;3;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30402898;121040;6.78;13;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402898;121020;1.86;5;3;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402908;121040;5.2;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402908;121020;3.78;5;3;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30402915;121040;9.85;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402915;121020;3.38;8;2;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402921;121020;7.45;8;2;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402926;121040;1.76;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402926;121020;6.45;8;2;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402933;121040;9.45;13;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402933;121020;3.22;8;2;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402945;121040;1.51;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402945;121020;7.5;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402957;121040;4.83;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402957;121020;9.54;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402961;121040;9.36;5;3;2;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402961;121040;1.47;14;2;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30402961;121040;2.87;13;3;1;3;0°C B-1;Zea mays;0;0;1
BGVCOL30402961;121020;5.5;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402962;121040;5.28;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402962;121020;89;15;3;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30402968;121040;1;13;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402968;121040;4.19;7;3;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30402968;121040;6.61;8;2;2;3;0°C B-1;Zea mays;0;0;1
BGVCOL30403053;121040;9.74;13;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403065;121020;2.29;15;3;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30403069;121040;7.57;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403094;121040;5.98;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403094;121020;7.86;8;2;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30403099;121040;4.32;13;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403099;121020;4.92;8;2;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30403102;121040;2.58;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403102;121020;3;8;1;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30403115;121040;8.97;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403132;121040;0.67;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403133;121040;4.4;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403135;121040;1.61;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403150;121040;1.25;8;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403150;121040;0.31;7;3;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30403150;121040;0.61;13;3;1;3;0°C B-1;Zea mays;0;0;1
BGVCOL30403151;121040;3.59;5;3;2;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403151;121040;5.22;7;3;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30403151;121020;7.26;8;2;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30403160;121040;3.41;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403160;121040;4.26;14;2;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30403203;121040;3.15;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403284;121040;6.21;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403284;121020;2;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30403296;121040;5.39;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403296;121020;0.32;8;2;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30403355;121020;7.9;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30403364;121040;4.49;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403364;121020;8.38;8;2;1;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30403371;121040;92;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403378;121040;6.7;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403383;121040;2.11;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403401;121040;8.83;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403411;121040;0.16;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403443;121040;88;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403443;121040;3.79;7;3;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30403443;121040;7.56;7;3;1;3;0°C B-1;Zea mays;0;0;1
BGVCOL30403443;121020;8.79;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30403448;121040;1.73;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403448;121040;7.59;7;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403448;121020;5.6;8;2;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30403458;121040;47;13;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403460;121040;6.1;5;3;2;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403460;121040;8.34;13;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30403460;121020;4.86;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30403472;121040;0.55;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30403537;121020;0.89;14;2;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30403943;121020;3.1;15;3;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30403956;121020;95;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30403957;121020;7.35;5;3;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30403980;121040;3.99;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30404058;121020;1.68;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30404067;121020;1.61;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30404076;121020;6.79;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30404108;121020;1.79;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30404144;121020;9.38;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30404164;121020;2.19;15;3;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30404181;121040;84;5;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30404202;121040;7.53;5;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL94300484;171440;5.67;5;3;3;1;4°C B-1;Solanum chmielewskii;0;0;1
BGVCOL94300484;171420;8.62;5;3;3;1;-20°C B-1;Solanum chmielewskii;0;0;1
BGVCOL94300485;171440;8.12;5;3;3;1;4°C B-1;Solanum chmielewskii;0;0;1
BGVCOL94300485;171420;6.69;5;3;3;1;-20°C B-1;Solanum chmielewskii;0;0;1
BGVCOL94300320;171540;0.19;5;3;3;1;4°C B-1;Solanum corneliomulleri;0;0;1
BGVCOL94300320;171520;35;5;3;2;1;-20°C B-1;Solanum corneliomulleri;0;0;1
BGVCOL94300307;201040;1.53;5;3;3;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300307;201020;9.88;5;3;2;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300308;201040;4.8;5;3;3;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300308;201020;5;5;3;2;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300309;201040;5.58;5;3;3;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300309;201020;51;5;3;2;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300310;201040;0.9;5;3;3;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300310;201020;3.37;5;3;2;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300311;201040;6.66;5;3;3;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300311;201020;8.42;5;3;2;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300487;201040;5.6;5;3;2;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300487;201020;47;5;3;2;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300488;201040;3.12;5;3;2;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300488;201020;0.48;5;3;2;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300490;201040;1.2;5;3;2;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300490;201020;6.35;5;3;2;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300491;201040;1.31;5;3;2;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300491;201020;7.76;5;3;2;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300492;201040;2.44;5;2;3;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300492;201020;0.39;5;2;3;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300493;201040;4.66;5;3;3;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300493;201020;47;5;3;3;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300494;201040;6.22;5;3;2;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300494;201020;0.94;5;3;2;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300495;201040;2.66;5;3;2;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300495;201020;2.62;5;3;2;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300496;201040;0.42;5;3;3;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300496;201020;9.86;5;3;3;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300497;201040;1.37;5;3;2;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300497;201020;7.53;5;3;2;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300467;201040;5.8;5;3;2;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300467;201020;53;5;3;2;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300468;201040;5.51;5;3;3;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300468;201020;7.77;5;3;3;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300469;201040;9.37;5;3;3;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300469;201020;9.82;5;3;3;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300470;201040;7.4;5;3;2;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300470;201020;6.83;5;3;2;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300471;201040;5.13;5;3;3;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300471;201020;0.27;5;3;3;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300472;201040;5.38;5;3;2;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300472;201020;4.55;5;3;2;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300483;201040;3.74;5;3;3;1;4°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300483;201020;9.11;5;3;3;1;-20°C B-1;Solanum habrochaites;0;0;1
BGVCOL94300225;201120;8.31;5;3;3;1;-20°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300226;201120;9.29;5;3;2;1;-20°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300305;201140;7.38;5;3;3;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300305;201120;8.35;5;3;2;1;-20°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300418;201140;1.98;5;3;2;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300418;201120;38;5;3;2;1;-20°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300448;201140;7.26;7;3;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300448;201120;47;5;3;2;1;-20°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300453;201140;39;5;3;2;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300453;201120;2.76;5;3;2;1;-20°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300454;201140;5.46;5;3;3;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300454;201120;5.44;5;3;2;1;-20°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300465;201140;3.55;5;3;3;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300465;201120;79;5;3;3;1;-20°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300189;201140;6.51;5;3;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300190;201140;29;5;3;2;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300191;201140;0.61;7;3;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300192;201140;1.1;5;3;2;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300193;201140;2.67;5;3;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300194;201140;9.51;5;3;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300195;201140;1.25;11;3;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300175;201140;1.3;5;3;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300186;201140;7.18;5;3;3;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300186;201140;4.69;5;3;3;2;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300186;201120;9.85;5;3;2;1;-20°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300026;201140;0.74;11;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300027;201140;9.33;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300028;201140;1.93;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300029;201140;5.78;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300030;201140;4.16;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300031;201140;9.62;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300033;201140;5.73;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300034;201140;4.35;13;2;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300037;201140;2.94;13;2;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300039;201140;2.95;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300044;201140;3;13;2;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300046;201140;0.35;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300047;201140;2.42;13;2;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300051;201140;6.37;13;2;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300052;201140;6.79;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300055;201140;7.52;13;2;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300056;201140;63;13;2;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300058;201140;0.94;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300059;201140;3.25;11;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300068;201140;5.56;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300074;201140;3.62;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300077;201140;7.5;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300078;201140;6.14;13;3;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300090;201140;3.86;11;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300094;201140;9.3;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300102;201140;1.87;11;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300119;201140;7.34;13;3;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300132;201140;2.54;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300133;201140;2.43;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300135;201140;6.95;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300146;201140;7.48;13;2;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300147;201140;14;13;3;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300148;201140;2.49;13;2;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300354;201140;3.46;5;3;3;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300354;201120;1.12;5;3;2;1;-20°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300372;201140;5.29;5;3;3;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300372;201120;8.8;5;3;2;1;-20°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300015;201140;9.35;13;2;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300016;201140;6.89;13;3;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300018;201140;9.37;13;3;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300001;201140;1.32;13;2;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300002;201140;4.1;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300003;201140;5.26;13;3;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300004;201140;6.76;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300005;201140;0.34;13;3;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300008;201140;1.13;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300009;201140;0.47;5;3;2;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300009;201140;3.79;13;3;1;2;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300009;201120;2.48;5;3;2;1;-20°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300010;201140;7.1;13;1;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300011;201120;3.97;5;3;1;2;-20°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300012;201140;0.64;13;2;1;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300013;201140;32;5;3;3;1;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300013;201140;58;13;3;1;2;4°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300013;201120;8.65;5;3;3;1;-20°C B-1;Solanum lycopersicum;0;0;1
BGVCOL94300383;201840;4.62;5;3;3;1;4°C B-1;Solanum lycopersicum var. cerasiforme;0;0;1
BGVCOL94300383;201820;7.17;5;3;2;1;-20°C B-1;Solanum lycopersicum var. cerasiforme;0;0;1
BGVCOL94300187;201840;88;5;3;2;1;4°C B-1;Solanum lycopersicum var. cerasiforme;0;0;1
BGVCOL94300182;201840;0;5;3;3;1;4°C B-1;Solanum lycopersicum var. cerasiforme;0;0;1
BGVCOL94300178;201840;7.1;5;3;3;1;4°C B-1;Solanum lycopersicum var. cerasiforme;0;0;1
BGVCOL94300178;201840;4.29;5;3;2;2;4°C B-1;Solanum lycopersicum var. cerasiforme;0;0;1
BGVCOL94300178;201820;8.87;5;3;2;1;-20°C B-1;Solanum lycopersicum var. cerasiforme;0;0;1
BGVCOL94300179;201840;0.25;5;3;3;1;4°C B-1;Solanum lycopersicum var. cerasiforme;0;0;1
BGVCOL94300180;201840;5.2;5;3;3;1;4°C B-1;Solanum lycopersicum var. cerasiforme;0;0;1
BGVCOL94300466;201840;9.84;5;3;3;1;4°C B-1;Solanum lycopersicum var. cerasiforme;0;0;1
BGVCOL94300466;201820;1.74;5;3;3;1;-20°C B-1;Solanum lycopersicum var. cerasiforme;0;0;1
BGVCOL94300430;201840;7.1;5;3;3;1;4°C B-1;Solanum lycopersicum var. cerasiforme;0;0;1
BGVCOL94300430;201820;6.66;5;3;2;1;-20°C B-1;Solanum lycopersicum var. cerasiforme;0;0;1
BGVCOL94300432;201840;2.35;5;3;3;1;4°C B-1;Solanum lycopersicum var. cerasiforme;0;0;1
BGVCOL94300432;201820;0.54;5;3;2;1;-20°C B-1;Solanum lycopersicum var. cerasiforme;0;0;1
BGVCOL94300407;181040;8.17;5;3;3;1;4°C B-1;Solanum melongena;0;0;1
BGVCOL94300407;181020;6.4;5;3;2;1;-20°C B-1;Solanum melongena;0;0;1
BGVCOL94300473;201240;9.76;5;3;3;1;4°C B-1;Solanum neorickii;0;0;1
BGVCOL94300473;201220;8.78;5;3;3;1;-20°C B-1;Solanum neorickii;0;0;1
BGVCOL94300474;201240;8.56;5;3;2;1;4°C B-1;Solanum neorickii;0;0;1
BGVCOL94300474;201220;0.98;5;3;2;1;-20°C B-1;Solanum neorickii;0;0;1
BGVCOL94300475;201240;2.16;8;2;3;1;4°C B-1;Solanum neorickii;0;0;1
BGVCOL94300475;201220;8.13;8;2;3;1;-20°C B-1;Solanum neorickii;0;0;1
BGVCOL94300476;201240;5.42;5;3;2;1;4°C B-1;Solanum neorickii;0;0;1
BGVCOL94300476;201220;23;5;3;2;1;-20°C B-1;Solanum neorickii;0;0;1
BGVCOL94300477;201240;0.5;5;3;3;1;4°C B-1;Solanum neorickii;0;0;1
BGVCOL94300477;201220;5.27;5;3;3;1;-20°C B-1;Solanum neorickii;0;0;1
BGVCOL94300478;201240;0.11;5;3;3;1;4°C B-1;Solanum neorickii;0;0;1
BGVCOL94300478;201220;1.24;5;3;3;1;-20°C B-1;Solanum neorickii;0;0;1
BGVCOL94300479;201240;6.67;5;3;3;1;4°C B-1;Solanum neorickii;0;0;1
BGVCOL94300479;201220;0.9;5;3;3;1;-20°C B-1;Solanum neorickii;0;0;1
BGVCOL94300480;201240;9.26;5;3;2;1;4°C B-1;Solanum neorickii;0;0;1
BGVCOL94300480;201220;9.75;5;3;2;1;-20°C B-1;Solanum neorickii;0;0;1
