,ARN,PATH,Use/yr,Estado de Disponibilidad,Germinacion,Cantidad de Semillas,Numero_De_Inventario,Cava,Especie,Id del Centro,Longevidad,Ultimo Monitoreo
4450,BGVCOL11030150,161040.0,1.45,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4451,BGVCOL11030150,161020.0,3.21,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4452,BGVCOL11030151,161040.0,8.3,8,2.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4453,BGVCOL11030151,161020.0,8.75,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4454,BGVCOL11030152,161040.0,2.01,7,2.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4455,BGVCOL11030152,161020.0,6.6,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4456,BGVCOL11030153,161040.0,1.2,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4457,BGVCOL11030153,161020.0,9.17,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4458,BGVCOL11030154,161040.0,5.92,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4459,BGVCOL11030154,161020.0,9.04,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4460,BGVCOL11030155,161040.0,4.51,13,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4461,BGVCOL11030155,161020.0,1.7,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4462,BGVCOL11030156,161040.0,8.95,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4463,BGVCOL11030156,161020.0,6.61,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4464,BGVCOL11030157,161040.0,9.49,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4465,BGVCOL11030157,161020.0,3.7,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4466,BGVCOL11030158,161040.0,7.67,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4467,BGVCOL11030158,161020.0,2.48,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4468,BGVCOL11030159,161040.0,2.61,7,2.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4469,BGVCOL11030159,161020.0,5.62,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4470,BGVCOL11030160,161040.0,8.37,7,2.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4471,BGVCOL11030160,161020.0,2.45,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4472,BGVCOL11030161,161040.0,6.17,5,3.0,2,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4473,BGVCOL11030161,161040.0,5.52,8,2.0,1,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4474,BGVCOL11030161,161020.0,1.8,8,2.0,2,3.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4475,BGVCOL11030162,161040.0,1.69,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4476,BGVCOL11030162,161020.0,3.26,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4477,BGVCOL11030163,161040.0,0.7,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4478,BGVCOL11030163,161020.0,10.0,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4479,BGVCOL11030164,161040.0,2.62,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4480,BGVCOL11030164,161020.0,6.39,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4481,BGVCOL11030165,161040.0,4.73,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4482,BGVCOL11030165,161020.0,6.44,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4483,BGVCOL11030166,161040.0,6.59,8,2.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4484,BGVCOL11030166,161040.0,8.67,8,2.0,2,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4485,BGVCOL11030166,161020.0,6.86,5,3.0,2,3.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4486,BGVCOL11030167,161040.0,7.99,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4487,BGVCOL11030167,161020.0,1.52,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4488,BGVCOL11030168,161040.0,8.29,8,2.0,2,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4489,BGVCOL11030168,161040.0,1.36,8,1.0,2,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4490,BGVCOL11030168,161020.0,9.29,5,3.0,1,3.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4491,BGVCOL11030169,161040.0,8.36,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4492,BGVCOL11030169,161040.0,6.85,8,2.0,1,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4493,BGVCOL11030169,161020.0,0.48,5,3.0,2,3.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4494,BGVCOL11030170,161040.0,3.78,8,2.0,2,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4495,BGVCOL11030170,161020.0,8.82,8,2.0,1,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4496,BGVCOL11030171,161040.0,2.99,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4497,BGVCOL11030171,161020.0,5.81,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4498,BGVCOL11030172,161040.0,1.12,13,2.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4499,BGVCOL11030173,161040.0,3.06,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4500,BGVCOL11030173,161020.0,1.32,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4501,BGVCOL11030174,161040.0,7.62,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4502,BGVCOL11030174,161020.0,8.14,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4503,BGVCOL11030175,161040.0,7.18,7,2.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4504,BGVCOL11030175,161020.0,6.52,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4505,BGVCOL11030176,161040.0,7.14,7,2.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4506,BGVCOL11030176,161020.0,5.84,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4507,BGVCOL11030177,161040.0,4.03,7,2.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4508,BGVCOL11030177,161020.0,1.92,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4509,BGVCOL11030178,161040.0,7.3,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4510,BGVCOL11030178,161020.0,0.73,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4511,BGVCOL11030179,161040.0,6.46,13,1.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4512,BGVCOL11030180,161040.0,2.47,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4513,BGVCOL11030180,161020.0,8.6,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4514,BGVCOL11030181,161040.0,6.63,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4515,BGVCOL11030181,161020.0,2.88,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4516,BGVCOL11030182,161040.0,3.54,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4517,BGVCOL11030182,161020.0,2.0,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4518,BGVCOL11030183,161040.0,0.39,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4519,BGVCOL11030183,161020.0,1.13,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4520,BGVCOL11030184,161040.0,3.09,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4521,BGVCOL11030184,161020.0,1.02,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4522,BGVCOL11030185,161040.0,2.94,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4523,BGVCOL11030185,161020.0,8.04,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4524,BGVCOL11030186,161040.0,1.26,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4525,BGVCOL11030186,161020.0,4.73,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4526,BGVCOL11030187,161040.0,5.2,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4527,BGVCOL11030187,161020.0,4.6,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4528,BGVCOL11030188,161040.0,7.35,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4529,BGVCOL11030188,161020.0,1.62,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4530,BGVCOL11030189,161040.0,1.69,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4531,BGVCOL11030189,161020.0,9.85,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4532,BGVCOL11030190,161040.0,6.84,8,2.0,2,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4533,BGVCOL11030190,161040.0,1.65,13,1.0,2,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4534,BGVCOL11030190,161020.0,2.37,5,2.0,2,3.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4535,BGVCOL11030191,161040.0,8.08,13,1.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4536,BGVCOL11030191,161040.0,4.39,13,1.0,2,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4537,BGVCOL11030191,161020.0,0.15,8,2.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4538,BGVCOL11030192,161040.0,7.74,8,2.0,2,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4539,BGVCOL11030192,161040.0,3.05,8,2.0,2,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4540,BGVCOL11030192,161020.0,7.56,5,3.0,2,3.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4541,BGVCOL11030193,161040.0,5.15,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4542,BGVCOL11030193,161020.0,3.66,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4543,BGVCOL11030194,161040.0,1.44,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4544,BGVCOL11030194,161020.0,7.22,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4545,BGVCOL11030195,161040.0,2.44,5,3.0,2,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4546,BGVCOL11030195,161040.0,6.12,13,1.0,1,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4547,BGVCOL11030195,161020.0,7.18,5,3.0,2,3.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4548,BGVCOL11030196,161040.0,5.97,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4549,BGVCOL11030196,161020.0,1.68,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4550,BGVCOL11030197,161040.0,1.96,5,3.0,2,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4551,BGVCOL11030197,161040.0,1.67,5,3.0,1,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4552,BGVCOL11030197,161040.0,9.91,13,1.0,2,3.0,0°C B-1,Glycine max,0.0,0.0,1.0
4553,BGVCOL11030197,161020.0,0.93,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4554,BGVCOL11030198,161040.0,8.72,8,2.0,2,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4555,BGVCOL11030198,161040.0,4.94,8,1.0,2,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4556,BGVCOL11030198,161020.0,2.52,5,3.0,2,3.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4557,BGVCOL11030199,161040.0,7.15,8,1.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4558,BGVCOL11030199,161020.0,8.86,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4559,BGVCOL11030200,161040.0,4.48,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4560,BGVCOL11030200,161020.0,5.64,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4561,BGVCOL11030201,161040.0,5.81,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4562,BGVCOL11030201,161020.0,4.12,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4563,BGVCOL11030202,161040.0,6.74,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4564,BGVCOL11030203,161040.0,8.1,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4565,BGVCOL11030204,161040.0,7.63,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4566,BGVCOL11030204,161020.0,2.73,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4567,BGVCOL11030205,161040.0,6.4,7,2.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4568,BGVCOL11030205,161020.0,1.18,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4569,BGVCOL11030206,161040.0,4.43,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4570,BGVCOL11030206,161020.0,6.7,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4571,BGVCOL11030208,161040.0,7.92,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4572,BGVCOL11030208,161020.0,3.2,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4573,BGVCOL11030209,161040.0,4.5,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4574,BGVCOL11030209,161020.0,6.06,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4575,BGVCOL11030210,161040.0,3.06,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4576,BGVCOL11030210,161020.0,8.58,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4577,BGVCOL11030211,161040.0,8.74,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4578,BGVCOL11030211,161020.0,0.28,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4579,BGVCOL11030212,161040.0,5.14,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4580,BGVCOL11030212,161020.0,1.83,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4581,BGVCOL11030213,161040.0,8.04,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4582,BGVCOL11030213,161020.0,8.83,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4583,BGVCOL11030214,161040.0,4.58,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4584,BGVCOL11030214,161020.0,2.86,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4585,BGVCOL11030215,161040.0,3.2,8,2.0,2,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4586,BGVCOL11030215,161040.0,6.28,13,1.0,2,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4587,BGVCOL11030215,161020.0,4.17,5,3.0,2,3.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4588,BGVCOL11030216,161040.0,8.81,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4589,BGVCOL11030216,161020.0,4.0,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4590,BGVCOL11030217,161040.0,7.13,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4591,BGVCOL11030217,161020.0,3.31,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4592,BGVCOL11030218,161040.0,7.55,8,2.0,2,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4593,BGVCOL11030218,161020.0,6.99,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4594,BGVCOL11030219,161040.0,3.3,8,2.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4595,BGVCOL11030219,161040.0,3.25,8,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4596,BGVCOL11030219,161040.0,1.92,8,1.0,2,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4597,BGVCOL11030219,161020.0,3.5,5,3.0,2,3.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4598,BGVCOL11030220,161040.0,2.86,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4599,BGVCOL11030220,161020.0,9.48,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4600,BGVCOL11030221,161040.0,9.18,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4601,BGVCOL11030221,161020.0,6.85,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4602,BGVCOL11030222,161040.0,4.44,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4603,BGVCOL11030222,161020.0,9.05,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4604,BGVCOL11030223,161040.0,6.73,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4605,BGVCOL11030223,161020.0,9.47,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4606,BGVCOL11030224,161040.0,9.99,7,2.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4607,BGVCOL11030224,161020.0,4.06,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4608,BGVCOL11030225,161040.0,7.88,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4609,BGVCOL11030225,161020.0,1.05,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4610,BGVCOL11030226,161040.0,8.25,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4611,BGVCOL11030226,161020.0,2.58,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4612,BGVCOL11030227,161040.0,6.1,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4613,BGVCOL11030227,161020.0,9.51,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4614,BGVCOL11030228,161040.0,6.52,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4615,BGVCOL11030228,161040.0,7.65,13,3.0,1,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4616,BGVCOL11030228,161020.0,7.95,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4617,BGVCOL11030229,161040.0,4.23,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4618,BGVCOL11030229,161040.0,4.03,13,1.0,1,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4619,BGVCOL11030229,161040.0,5.29,8,1.0,2,3.0,0°C B-1,Glycine max,0.0,0.0,1.0
4620,BGVCOL11030229,161020.0,6.7,5,3.0,2,4.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4621,BGVCOL11030230,161040.0,6.94,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4622,BGVCOL11030230,161020.0,1.91,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4623,BGVCOL11030231,161040.0,0.31,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4624,BGVCOL11030231,161020.0,9.78,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4625,BGVCOL11030232,161040.0,5.18,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4626,BGVCOL11030232,161020.0,7.55,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4627,BGVCOL11030233,161040.0,1.17,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4628,BGVCOL11030233,161020.0,7.86,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4629,BGVCOL11030235,161040.0,7.34,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4630,BGVCOL11030235,161040.0,1.99,13,1.0,2,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4631,BGVCOL11030235,161020.0,8.85,5,3.0,2,3.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4632,BGVCOL11030236,161040.0,6.6,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4633,BGVCOL11030236,161020.0,5.69,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4634,BGVCOL11030237,161040.0,2.55,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4635,BGVCOL11030237,161020.0,6.16,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4636,BGVCOL11030239,161040.0,9.8,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4637,BGVCOL11030239,161020.0,1.04,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4638,BGVCOL11030240,161040.0,6.7,8,1.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4639,BGVCOL11030240,161040.0,9.48,8,1.0,1,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4640,BGVCOL11030240,161020.0,7.72,5,3.0,1,3.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4641,BGVCOL11030241,161040.0,1.46,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4642,BGVCOL11030241,161020.0,5.99,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4643,BGVCOL11030242,161040.0,0.7,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4644,BGVCOL11030242,161040.0,3.24,5,3.0,1,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4645,BGVCOL11030242,161020.0,4.14,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4646,BGVCOL11030243,161040.0,1.82,7,1.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4647,BGVCOL11030243,161020.0,2.16,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4648,BGVCOL11030244,161040.0,1.57,7,2.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4649,BGVCOL11030244,161020.0,9.78,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4650,BGVCOL11030245,161040.0,8.56,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4651,BGVCOL11030245,161020.0,9.93,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4652,BGVCOL11030246,161040.0,2.02,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4653,BGVCOL11030246,161020.0,0.65,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4654,BGVCOL11030247,161040.0,2.96,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4655,BGVCOL11030247,161040.0,1.75,5,3.0,1,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4656,BGVCOL11030247,161040.0,1.19,5,3.0,2,3.0,0°C B-1,Glycine max,0.0,0.0,1.0
4657,BGVCOL11030247,161020.0,2.3,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4658,BGVCOL11030248,161040.0,2.92,13,1.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4659,BGVCOL11030248,161020.0,0.14,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4660,BGVCOL11030249,161040.0,8.56,5,3.0,2,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4661,BGVCOL11030249,161040.0,4.62,7,3.0,1,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4662,BGVCOL11030249,161020.0,2.98,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4663,BGVCOL11030250,161040.0,8.99,7,1.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4664,BGVCOL11030250,161020.0,4.72,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4665,BGVCOL11030251,161040.0,1.9,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4666,BGVCOL11030251,161020.0,5.16,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4667,BGVCOL11030252,161040.0,4.35,5,2.0,2,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4668,BGVCOL11030252,161040.0,9.17,5,3.0,1,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4669,BGVCOL11030252,161020.0,5.67,5,3.0,2,3.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4670,BGVCOL11030253,161040.0,5.19,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4671,BGVCOL11030253,161040.0,3.0,5,3.0,2,2.0,0°C B-1,Glycine max,0.0,0.0,1.0
4672,BGVCOL11030253,161020.0,9.83,5,3.0,2,3.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4673,BGVCOL11030254,161040.0,1.93,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4674,BGVCOL11030254,161020.0,3.94,5,3.0,2,1.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4675,BGVCOL11030255,161040.0,0.5,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4676,BGVCOL11030255,161020.0,6.17,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4677,BGVCOL11030256,161040.0,7.26,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4678,BGVCOL11030256,161020.0,4.29,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4679,BGVCOL11030257,161040.0,2.38,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4680,BGVCOL11030257,161020.0,0.24,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4681,BGVCOL11030258,161040.0,8.89,7,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
4682,BGVCOL11030258,161020.0,8.44,5,3.0,2,2.0,-20°C B-1,Glycine max,0.0,0.0,1.0
4683,BGVCOL11030259,161040.0,7.6,5,3.0,1,1.0,0°C B-1,Glycine max,0.0,0.0,1.0
