;;Numerical;Numerical;Numerical;Numerical;Categorical;Categorical;Categorical;Categorical;Categorical;Categorical
ARN;PATH;Use/yr;Estado de disponibilidad;Clases de gerninacion;Cantida De Semillas;Numero de Inventario;Sufijo de Inventario;Species;ID Centro ;Fecha de entrada a cava;Fecha de ultima prueba
BGVCOL11030110;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030110;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030111;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030111;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030112;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030112;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030113;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030113;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030114;1001030101;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030114;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030115;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030115;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030116;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030116;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030117;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030117;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030118;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030118;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030119;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030119;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;16/07/2012 0:00
BGVCOL11030120;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030120;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030121;1001030102;5;7;1.0;2;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030121;1001030102;5;7;1.0;2;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030121;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030122;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030122;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030123;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030123;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030124;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030124;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030125;1001030101;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030125;1001010102;5;7;2.0;2;;-20°C B-1;Glycine max;45;0.0;16/07/2012 0:00
BGVCOL11030126;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030126;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030127;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030127;1001010102;5;7;2.0;2;;-20°C B-1;Glycine max;45;0.0;16/07/2012 0:00
BGVCOL11030128;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030128;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030129;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030129;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030130;1001030101;5;4;2.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030130;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030131;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030131;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030132;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;1/08/2014 0:00
BGVCOL11030132;1001030101;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;1/08/2014 0:00
BGVCOL11030132;1001010102;5;7;2.0;2;;-20°C B-1;Glycine max;45;0.0;21/12/2006 0:00
BGVCOL11030133;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030133;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030134;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030134;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;16/07/2012 0:00
BGVCOL11030135;1001030101;5;4;2.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030136;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030136;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030137;1001030101;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030137;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;8/01/2004 0:00
BGVCOL11030137;1001030101;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030137;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;8/01/2004 0:00
BGVCOL11030138;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030138;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;26/07/2012 0:00
BGVCOL11030139;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030139;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030140;1001030102;5;7;1.0;2;;0°C B-1;Glycine max;45;0.0;8/01/2004 0:00
BGVCOL11030140;1001030102;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;10/01/2014 0:00
BGVCOL11030140;1001010102;5;7;1.0;2;;-20°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030141;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030141;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030142;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030142;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;26/07/2012 0:00
BGVCOL11030143;1001030102;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030143;1001030101;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030143;1001010102;5;7;2.0;2;;-20°C B-1;Glycine max;45;0.0;8/01/2004 0:00
BGVCOL11030144;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030144;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030145;1001030102;5;1;3.0;2;;0°C B-1;Glycine max;45;0.0;12/02/2002 0:00
BGVCOL11030145;1001030102;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030145;1001030101;5;1;3.0;2;;0°C B-1;Glycine max;45;0.0;8/01/2004 0:00
BGVCOL11030145;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030146;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030146;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030147;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030147;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;26/07/2012 0:00
BGVCOL11030148;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030148;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030149;1001030101;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030149;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030150;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030150;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030151;1001030101;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030151;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;12/02/2002 0:00
BGVCOL11030152;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030152;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030153;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030153;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030154;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030154;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;26/07/2012 0:00
BGVCOL11030155;1001030101;5;4;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030155;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030156;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030156;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/05/2001 0:00
BGVCOL11030157;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030157;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030158;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030158;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030159;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030159;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;26/07/2012 0:00
BGVCOL11030160;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030160;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030161;1001030102;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030161;1001030101;5;1;3.0;2;;0°C B-1;Glycine max;45;0.0;13/03/2003 0:00
BGVCOL11030161;1001010102;5;7;2.0;2;;-20°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030162;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030162;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030163;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030163;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030164;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030164;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030165;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030165;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030166;1001030102;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030166;1001030101;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030166;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;21/12/2006 0:00
BGVCOL11030167;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030167;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;26/07/2012 0:00
BGVCOL11030168;1001030102;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;12/03/2003 0:00
BGVCOL11030168;1001030102;5;7;1.0;2;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030168;1001010101;5;1;3.0;1;;-20°C B-1;Glycine max;45;0.0;21/12/2006 0:00
BGVCOL11030169;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030169;1001030101;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030169;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;12/03/2003 0:00
BGVCOL11030170;1001030102;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030170;1001010101;5;7;2.0;1;;-20°C B-1;Glycine max;45;0.0;26/07/2012 0:00
BGVCOL11030171;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030171;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030172;1001030101;5;4;2.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030173;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030173;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030174;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030174;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030175;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030175;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030176;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030176;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030177;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030177;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030178;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;17/01/2014 0:00
BGVCOL11030178;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030179;1001030101;5;4;1.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030180;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030180;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;26/07/2012 0:00
BGVCOL11030181;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030181;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030182;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030182;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030183;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030183;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030184;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030184;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030185;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030185;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030186;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030186;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;26/07/2012 0:00
BGVCOL11030187;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030187;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030188;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030188;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030189;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030189;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030190;1001030102;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030190;1001030102;5;4;1.0;2;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030190;1001010102;5;1;2.0;2;;-20°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030191;1001030102;5;4;1.0;2;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030191;1001030101;5;4;1.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030191;1001010102;5;7;2.0;2;;-20°C B-1;Glycine max;45;0.0;26/07/2012 0:00
BGVCOL11030192;1001030102;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030192;1001030102;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030192;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030193;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030193;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;26/07/2012 0:00
BGVCOL11030194;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030194;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030195;1001030102;5;4;1.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030195;1001030101;5;1;3.0;2;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030195;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030196;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030196;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030197;1001030102;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;12/03/2003 0:00
BGVCOL11030197;1001030102;5;4;1.0;2;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030197;1001030101;5;1;3.0;2;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030197;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;12/03/2003 0:00
BGVCOL11030198;1001030102;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;8/01/2004 0:00
BGVCOL11030198;1001030102;5;7;1.0;2;;0°C B-1;Glycine max;45;0.0;1/05/2001 0:00
BGVCOL11030198;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030199;1001030101;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030199;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030200;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030200;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;26/07/2012 0:00
BGVCOL11030201;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030201;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030202;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030203;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030204;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030204;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030205;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030205;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030206;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030206;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;26/07/2012 0:00
BGVCOL11030208;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030208;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030209;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030209;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/05/2001 0:00
BGVCOL11030210;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030210;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030211;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030211;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030212;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030212;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;26/07/2012 0:00
BGVCOL11030213;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030213;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030214;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030214;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030215;1001030102;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030215;1001030102;5;4;1.0;2;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030215;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030216;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030216;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;26/07/2012 0:00
BGVCOL11030217;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030217;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030218;1001030102;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030218;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030219;1001030102;5;7;1.0;2;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030219;1001030101;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030219;1001030101;5;7;3.0;1;;0°C B-1;Glycine max;45;0.0;12/03/2003 0:00
BGVCOL11030219;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030220;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030220;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030221;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030221;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030222;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030222;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;26/07/2012 0:00
BGVCOL11030223;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030223;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030224;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;30/01/2014 0:00
BGVCOL11030224;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
