;;Numerical;Numerical;Numerical;Numerical;Categorical;Categorical;Categorical;Categorical;Categorical;Categorical
ARN;PATH;Use/yr;Estado de disponibilidad;Clases de gerninacion;Cantida De Semillas;Numero de Inventario;Sufijo de Inventario;Species;ID Centro ;Fecha de entrada a cava;Fecha de ultima prueba
BGVCOL15061664;1710030103;5;1;3.0;3;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;17/04/2012 0:00
BGVCOL15061665;1710030101;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;10/06/2011;6/04/2011 0:00
BGVCOL15061665;1710030101;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061665;1710030101;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061665;1710010101;5;1;3.0;1;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061666;1710030102;5;1;1.0;2;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;0.0;28/12/2004 0:00
BGVCOL15061666;1710030102;5;1;1.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061666;1710030101;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;10/06/2011;6/04/2011 0:00
BGVCOL15061666;1710010102;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;0.0;6/04/2011 0:00
BGVCOL15061667;1710030103;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061667;1710030102;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061667;1710030101;5;2;2.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;2/06/2011;2/06/2011 0:00
BGVCOL15061667;1710010102;5;2;2.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;15/06/2011;2/06/2011 0:00
BGVCOL15061668;1710030101;5;2;1.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;15/06/2011;2/06/2011 0:00
BGVCOL15061668;1710030101;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061668;1710010102;5;2;1.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;15/06/2011;2/06/2011 0:00
BGVCOL15061669;1710030102;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061669;1710030101;5;1;2.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061669;1710010101;5;1;3.0;1;2.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061670;1710030103;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061670;1710030102;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061670;1710030101;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061670;1710010102;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061671;1710030103;5;1;3.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061671;1710030102;5;1;2.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061671;1710030101;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061671;1710010102;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061672;1710030102;5;4;1.0;2;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061673;1710030103;5;1;1.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061673;1710030102;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061673;1710030101;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061673;1710010102;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061674;1710030101;5;5;1.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061674;1710030101;5;5;1.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;17/04/2012 0:00
BGVCOL15061674;1710010102;5;1;3.0;2;2.0;­20° B-1;Solanum tuberosum subsp. andigena;45;0.0;11/03/2000 0:00
BGVCOL15061676;1710030102;5;1;3.0;2;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061676;1710010102;5;1;3.0;2;2.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061677;1710030103;5;5;1.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061677;1710030101;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061677;1710030101;5;1;2.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061678;1710030103;5;1;1.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061678;1710030102;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061678;1710030101;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061678;1710010102;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061679;1710030102;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061679;1710030101;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061679;1710030101;5;2;2.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061679;1710010102;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061680;1710030103;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061680;1710030101;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061680;1710030101;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061680;1710010102;5;2;2.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061681;1710030101;5;1;2.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061682;1710030103;5;1;3.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061682;1710030102;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061682;1710030102;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061682;1710010102;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061683;1710030102;5;1;3.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061683;1710030101;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061683;1710030101;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061683;1710010102;5;1;3.0;2;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061684;1710030101;5;1;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061684;1710030101;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;3/07/2001 0:00
BGVCOL15061684;1710010103;5;1;3.0;3;2.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;3/07/2001 0:00
BGVCOL15061685;1710030102;5;1;3.0;2;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061685;1710030102;5;1;3.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;14/09/1999 0:00
BGVCOL15061685;1710030101;5;2;1.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061685;1710010102;5;2;3.0;2;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;14/09/1999 0:00
BGVCOL15061686;1710030103;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061686;1710030103;5;1;3.0;3;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061686;1710030101;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061686;1710010103;5;1;3.0;3;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061687;1710030101;5;1;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061687;1710030101;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061687;1710010102;5;1;3.0;2;2.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061688;1710030103;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061688;1710030101;5;1;3.0;3;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061688;1710010102;5;2;3.0;2;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061689;1710030103;5;1;1.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061689;1710030101;5;1;2.0;3;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061689;1710010101;5;2;3.0;1;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061690;1710030103;5;1;3.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061690;1710030102;5;1;2.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061690;1710030101;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061690;1710010102;5;1;3.0;2;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061691;1710030101;5;1;1.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061691;1710030101;5;1;1.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;17/04/2012 0:00
BGVCOL15061692;1710030101;5;1;3.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061692;1710030101;5;1;1.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;17/04/2012 0:00
BGVCOL15061704;1710030102;5;1;1.0;2;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061704;1710030101;5;1;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;10/06/2005;28/12/2004 0:00
BGVCOL15061705;1710030102;5;1;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;10/06/2005;28/12/2004 0:00
BGVCOL15061705;1710010102;5;1;3.0;2;2.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;11/03/2000 0:00
BGVCOL15061706;1710030103;5;1;3.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;14/09/1999 0:00
BGVCOL15061706;1710030102;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061706;1710030102;5;1;2.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;10/06/2005;28/12/2004 0:00
BGVCOL15061706;1710010102;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061707;1710030103;5;1;2.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061707;1710030101;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061707;1710030101;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;10/06/2005;28/12/2004 0:00
BGVCOL15061707;1710010102;5;2;2.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2005;2/06/2011 0:00
BGVCOL15061708;1710030103;5;1;2.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061708;1710030102;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061708;1710030101;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061708;1710010102;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061709;1710030101;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061709;1710030101;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061709;1710010102;5;2;2.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061710;1710030101;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061710;1710030101;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/07/1996 0:00
BGVCOL15061710;1710030101;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/03/2002 0:00
BGVCOL15061710;1710010102;5;2;2.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061711;1710030102;5;1;2.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061711;1710030102;5;1;1.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;14/09/2004 0:00
BGVCOL15061712;1710030101;5;1;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061712;1710030101;5;1;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;14/09/2004 0:00
BGVCOL15061713;1710030102;5;1;3.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061713;1710030101;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061713;1710010102;5;1;3.0;2;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061714;1710030102;5;1;3.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061714;1710030101;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061714;1710010102;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061717;1710030102;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061717;1710030102;5;1;3.0;2;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061717;1710030102;5;1;3.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061717;1710010102;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061718;1710030101;5;1;2.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061719;1710030102;5;1;3.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061719;1710030101;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061719;1710010103;5;1;3.0;3;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061720;1710030102;5;1;2.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061720;1710030102;5;1;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;17/04/2012 0:00
BGVCOL15061721;1710030103;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061721;1710030102;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061721;1710030101;5;2;2.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061721;1710010102;5;2;2.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061722;1710030102;5;1;2.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;24/04/1996;1/05/1996 0:00
BGVCOL15061722;1710030101;5;2;2.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061723;1710030103;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061723;1710030103;5;1;3.0;3;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061723;1710030101;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061723;1710010102;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061724;1710030101;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061724;1710030101;5;1;1.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061724;1710030101;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/01/2002;17/02/2000 0:00
BGVCOL15061725;1710030102;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061725;1710030102;5;1;3.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;14/09/1999 0:00
BGVCOL15061725;1710010102;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061726;1710030102;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061726;1710030101;5;2;1.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061726;1710030101;5;1;2.0;2;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;10/06/2005;28/12/2004 0:00
BGVCOL15061726;1710010101;5;1;1.0;1;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;2/06/2011 0:00
BGVCOL15061729;1710030103;5;1;3.0;3;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061729;1710030101;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061729;1710030101;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061729;1710010103;5;1;3.0;3;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061730;1710030103;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061730;1710030101;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061730;1710030101;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061730;1710010102;5;1;3.0;2;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061731;1710030103;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061731;1710030101;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061731;1710030101;5;1;2.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061731;1710010102;5;1;3.0;2;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061732;1710030102;5;1;2.0;2;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061733;1710030103;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;11/03/2000 0:00
BGVCOL15061733;1710030103;5;1;2.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;14/09/2004 0:00
BGVCOL15061733;1710030101;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061733;1710010103;5;1;3.0;3;2.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;11/03/2000 0:00
BGVCOL15061734;1710030103;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061734;1710030102;5;1;2.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061734;1710030101;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061734;1710010102;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061735;1710030103;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061735;1710030103;5;1;3.0;3;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061735;1710030102;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061735;1710010102;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061736;1710030101;5;2;1.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061736;1710030101;5;1;2.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061736;1710010102;5;1;3.0;2;4.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;11/03/2000 0:00
BGVCOL15061737;1710030102;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061737;1710030101;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061737;1710030101;5;1;1.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061737;1710010102;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061738;1710030101;5;1;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061738;1710010102;5;2;2.0;2;2.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061739;1710030101;5;1;1.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061740;1710030101;5;2;1.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061740;1710030101;5;5;2.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061740;1710010101;5;1;3.0;1;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;11/03/2000 0:00
